ID,Title,Year,Journal,Author,,,,,,,,,,,,
2-s2.0-85053709969,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85067793092,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85067019056,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85066444082,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85059839967,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85065619948,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85065501184,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85067899355,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85065931767,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85064322514,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85064228514,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85063425129,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85066061394,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85065214842,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85056651553,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85062664013,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85060098999,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85058877724,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85055546766,None,2016,Neural Computation,Zhuo Wang,Alan A. Stocker,Daniel D. Lee,,,,,,,,,,
2-s2.0-85064920662,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85053709969,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85067793092,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85067019056,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85066444082,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85059839967,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85065619948,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85065501184,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85067899355,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85065931767,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85064322514,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85064228514,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85063425129,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85066061394,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85065214842,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85056651553,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85062664013,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85060098999,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85058877724,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-85055546766,None,2016,Neural Computation,Ken Takano,Hideitsu Hino,Shotaro Akaho,Noboru Murata,,,,,,,,,
2-s2.0-84997822072,Exponential Stability of Almost Periodic Solutions for Memristor-Based Neural Networks with Distributed Leakage Delays.,2016,Neural Computation,Changjin Xu,Peiluan Li,Yicheng Pang,,,,,,,,,,
2-s2.0-84997830945,Per-Round Knapsack-Constrained Linear Submodular Bandits.,2016,Neural Computation,Baosheng Yu,Meng Fang,Dacheng Tao,,,,,,,,,,
2-s2.0-85016433414,Complex Neural Network Models for Time-Varying Drazin Inverse.,2016,Neural Computation,Xuezhong Wang,Yimin Wei,Predrag S. Stanimirovic,,,,,,,,,,
2-s2.0-84997610951,Complex Neural Network Models for Time-Varying Drazin Inverse.,2016,Neural Computation,Xuezhong Wang,Yimin Wei,Predrag S. Stanimirovic,,,,,,,,,,
2-s2.0-84997815888,Pattern Completion in Symmetric Threshold-Linear Networks.,2016,Neural Computation,Carina Curto,Katherine Morrison,,,,,,,,,,,
2-s2.0-84997667019,Learning Theory Estimates with Observations from General Stationary Stochastic Processes.,2016,Neural Computation,Hanyuan Hang,Yunlong Feng,Ingo Steinwart,Johan A. K. Suykens,,,,,,,,,
2-s2.0-84920095923,Optimizing the Representation of Orientation Preference Maps in Visual Cortex.,2015,Neural Computation,Nicholas J. Hughes,Geoffrey J. Goodhill,,,,,,,,,,,
2-s2.0-84920078761,Topological Sparse Learning of Dynamic Form Patterns.,2015,Neural Computation,Thomas Guthier,Volker Willert,Julian Eggert,,,,,,,,,,
2-s2.0-84920092025,Dynamics of Gamma Bursts in Local Field Potentials.,2015,Neural Computation,Priscilla E. Greenwood,Mark D. McDonnell,Lawrence M. Ward,,,,,,,,,,
2-s2.0-84920098793,Spatiotemporal Conditional Inference and Hypothesis Tests for Neural Ensemble Spiking Precision.,2015,Neural Computation,Matthew T. Harrison,Asohan Amarasingham,Wilson Truccolo,,,,,,,,,,
2-s2.0-84920100397,Toward a Multisubject Analysis of Neural Connectivity.,2015,Neural Computation,Chris J. Oates,Lilia Carneiro da Costa,Tom E. Nichols,,,,,,,,,,
2-s2.0-84920070580,Using Multilayer Perceptron Computation to Discover Ideal Insect Olfactory Receptor Combinations in the Mosquito and Fruit Fly for an Efficient Electronic Nose.,2015,Neural Computation,Luqman R. Bachtiar,Charles P. Unsworth,Richard D. Newcomb,,,,,,,,,,
2-s2.0-84920075170,Graph Degree Sequence Solely Determines the Expected Hopfield Network Pattern Stability.,2015,Neural Computation,Daniel Berend,Shlomi Dolev,Ariel Hanemann,,,,,,,,,,
2-s2.0-84920106320,Efficient Training of Convolutional Deep Belief Networks in the Frequency Domain for Application to High-Resolution 2D and 3D Images.,2015,Neural Computation,Tom Brosch,Roger C. Tam,,,,,,,,,,,
2-s2.0-84920106673,Conditional Density Estimation with Dimensionality Reduction via Squared-Loss Conditional Entropy Minimization.,2015,Neural Computation,Voot Tangkaratt,Ning Xie,Masashi Sugiyama,,,,,,,,,,
2-s2.0-84921650666,Subdiffusive Dynamics of Bump Attractors: Mechanisms and Functional Roles.,2015,Neural Computation,Yang Qi,Michael Breakspear,Pulin Gong,,,,,,,,,,
2-s2.0-84921647881,Reliability of Information-Based Integration of EEG and fMRI Data: A Simulation Study.,2015,Neural Computation,Sara Assecondi,Dirk Ostwald,Andrew P. Bagshaw,,,,,,,,,,
2-s2.0-84921643714,"Active Inference, Evidence Accumulation, and the Urn Task.",2015,Neural Computation,Thomas H. B. FitzGerald,Philipp Schwartenbeck,Michael Moutoussis,Raymond J. Dolan,Karl J. Friston,,,,,,,,
2-s2.0-84921633652,A Neural Mass Model with Direct and Indirect Excitatory Feedback Loops: Identification of Bifurcations and Temporal Dynamics.,2015,Neural Computation,Aur¨¦lie Garnier,Alexandre Vidal,Cl¨¦ment Huneau,Habib Benali,,,,,,,,,
2-s2.0-84921665523,Mismatched Training and Test Distributions Can Outperform Matched Ones.,2015,Neural Computation,Carlos R. Gonz¨¢lez,Yaser S. Abu-Mostafa,,,,,,,,,,,
2-s2.0-84921665520,Foundations of Support Constraint Machines.,2015,Neural Computation,Giorgio Gnecco,Marco Gori,Stefano Melacci,Marcello Sanguineti,,,,,,,,,
2-s2.0-84921684020,Natural Gradient Learning Algorithms for RBF Networks.,2015,Neural Computation,Junsheng Zhao,Haikun Wei,Chi Zhang,Weiling Li,Weili Guo,Kan-Jian Zhang,,,,,,,
2-s2.0-84923335145,Spontaneous Motion on Two-Dimensional Continuous Attractors.,2015,Neural Computation,C. C. Alan Fung,Shun-ichi Amari,,,,,,,,,,,
2-s2.0-84923319986,Oscillator-Interference Models of Path Integration Do Not Require Theta Oscillations.,2015,Neural Computation,Jeff Orchard,,,,,,,,,,,,
2-s2.0-84923382428,Delay Differential Analysis of Time Series.,2015,Neural Computation,Claudia Lainscsek,Terrence J. Sejnowski,,,,,,,,,,,
2-s2.0-84923379755,Delay Differential Analysis of Electroencephalographic Data.,2015,Neural Computation,Claudia Lainscsek,Manuel E. Hernandez,Howard Poizner,Terrence J. Sejnowski,,,,,,,,,
2-s2.0-84923354305,Range-Based ICA Using a Nonsmooth Quasi-Newton Optimizer for Electroencephalographic Source Localization in Focal Epilepsy.,2015,Neural Computation,S. Easter Selvan,S. Thomas George,R. Balakrishnan,,,,,,,,,,
2-s2.0-84923332986,Two-Trace Model for Spike-Timing-Dependent Synaptic Plasticity.,2015,Neural Computation,Rodrigo Echeveste,Claudius Gros,,,,,,,,,,,
2-s2.0-84923345567,On Firing Rate Estimation for Dependent Interspike Intervals.,2015,Neural Computation,Elisa Benedetto,Federico Polito,Laura Sacerdote,,,,,,,,,,
2-s2.0-84923371054,On Resolving Simultaneous Congruences Using Belief Propagation.,2015,Neural Computation,Yongseok Yoo,Sriram Vishwanath,,,,,,,,,,,
2-s2.0-84923347024,Structural Intervention Distance for Evaluating Causal Graphs.,2015,Neural Computation,Jonas Peters,Peter B¨¹hlmann,,,,,,,,,,,
2-s2.0-84924975425,Spontaneous Action Potentials and Neural Coding in Unmyelinated Axons.,2015,Neural Computation,Cian O'Donnell,Mark C. W. van Rossum,,,,,,,,,,,
2-s2.0-84924977835,Accurate Connection Strength Estimation Based on Variational Bayes for Detecting Synaptic Plasticity.,2015,Neural Computation,Takuya Isomura,Yutaro Ogawa,Kiyoshi Kotani,Yasuhiko Jimbo,,,,,,,,,
2-s2.0-84924974710,Hardware-Amenable Structural Learning for Spike-Based Pattern Classification Using a Simple Model of Active Dendrites.,2015,Neural Computation,Shaista Hussain,Shih-Chii Liu,Arindam Basu,,,,,,,,,,
2-s2.0-84924975719,Neuronal Calcium Wave Propagation Varies with Changes in Endoplasmic Reticulum Parameters: A Computer Model.,2015,Neural Computation,Samuel A. Neymotin,Robert A. McDougal,Mohamed A. Sherif,Christopher P. Fall,Michael L. Hines,William W. Lytton,,,,,,,
2-s2.0-84925012108,Visual Tracking Using Neuromorphic Asynchronous Event-Based Cameras.,2015,Neural Computation,Zhenjiang Ni,Sio-Hoi Ieng,Christoph Posch,St¨¦phane R¨¦gnier,Ryad Benosman,,,,,,,,
2-s2.0-84924971239,The Benefits of Modeling Slack Variables in SVMs.,2015,Neural Computation,Fengzhen Tang,Peter Tio,Pedro Antonio Guti¨¦rrez,Huanhuan Chen,,,,,,,,,
2-s2.0-84924943925,A Study on the Optimal Double Parameters for Steepest Descent with Momentum.,2015,Neural Computation,Naimin Zhang,,,,,,,,,,,,
2-s2.0-84928008574,Self-Organization of Control Circuits for Invariant Fiber Projections.,2015,Neural Computation,Tomas Fernandes,Christoph von der Malsburg,,,,,,,,,,,
2-s2.0-84928034800,A Computationally Efficient Method for Incorporating Spike Waveform Information into Decoding Algorithms.,2015,Neural Computation,Val¨¦rie Ventura,Sonia Todorova,,,,,,,,,,,
2-s2.0-84928041005,Coding Accuracy Is Not Fully Determined by the Neuronal Model.,2015,Neural Computation,Lubomir Kostal,Petr L¨¢nsk,,,,,,,,,,,
2-s2.0-84928041851,Solving Stereo Transparency with an Extended Coarse-to-Fine Disparity Energy Model.,2015,Neural Computation,Zhe Li,Ning Qian,,,,,,,,,,,
2-s2.0-84928004000,Simultaneous Multichannel Signal Transfers via Chaos in a Recurrent Neural Network.,2015,Neural Computation,Ken-ichiro Soma,Ryota Mori,Ryuichi Sato,Noriyuki Furumai,Shigetoshi Nara,,,,,,,,
2-s2.0-84928014196,Input-Anticipating Critical Reservoirs Show Power Law Forgetting of Unexpected Input Events.,2015,Neural Computation,Norbert Michael Mayer,,,,,,,,,,,,
2-s2.0-84928017246,Learning Dynamics of a Single Polar Variable Complex-Valued Neuron.,2015,Neural Computation,Tohru Nitta,,,,,,,,,,,,
2-s2.0-84928044949,Online EM with Weight-Based Forgetting.,2015,Neural Computation,Enric Celaya,Alejandro Agostini,,,,,,,,,,,
2-s2.0-84929669941,Homeostatic Plasticity for Single Node Delay-Coupled Reservoir Computing.,2015,Neural Computation,Hazem Toutounji,Johannes Schumacher,Gordon Pipa,,,,,,,,,,
2-s2.0-84929665296,Surrogate Population Models for Large-Scale Neural Simulations.,2015,Neural Computation,Bryan P. Tripp,,,,,,,,,,,,
2-s2.0-84929675558,Regulation of Local Ambient GABA Levels via Transporter-Mediated GABA Import and Export for Subliminal Learning.,2015,Neural Computation,Osamu Hoshino,,,,,,,,,,,,
2-s2.0-84929692704,Cortical Spatiotemporal Dimensionality Reduction for Visual Grouping.,2015,Neural Computation,Giacomo Cocci,Davide Barbieri,Giovanna Citti,Alessandro Sarti,,,,,,,,,
2-s2.0-84929673026,Refined Generalization Bounds of Gradient Learning over Reproducing Kernel Hilbert Spaces.,2015,Neural Computation,Shao-Gao Lv,,,,,,,,,,,,
2-s2.0-84929672110,Timescale Separation in Recurrent Neural Networks.,2015,Neural Computation,Thomas Flynn,,,,,,,,,,,,
2-s2.0-84929675860,FastMMD: Ensemble of Circular Discrepancy for Efficient Two-Sample Test.,2015,Neural Computation,Ji Zhao,Deyu Meng,,,,,,,,,,,
2-s2.0-84930985725,Unifying Blind Separation and Clustering for Resting-State EEG/MEG Functional Connectivity Analysis.,2015,Neural Computation,Junichiro Hirayama,Takeshi Ogawa,Aapo Hyvrinen,,,,,,,,,,
2-s2.0-84930976017,Attentional Bias Through Oscillatory Coherence Between Excitatory Activity and Inhibitory Minima.,2015,Neural Computation,Sebastian Blaes,Thomas Burwick,,,,,,,,,,,
2-s2.0-84930976155,Clusterless Decoding of Position from Multiunit Activity Using a Marked Point Process Filter.,2015,Neural Computation,Xinyi Deng,Daniel F. Liu,Kenneth Kay,Loren M. Frank,Uri T. Eden,,,,,,,,
2-s2.0-84930989129,Learning Slowness in a Sparse Model of Invariant Feature Detection.,2015,Neural Computation,Thusitha N. Chandrapala,Bertram E. Shi,,,,,,,,,,,
2-s2.0-84930986913,On the Spike Train Variability Characterized by Variance-to-Mean Power Relationship.,2015,Neural Computation,Shinsuke Koyama,,,,,,,,,,,,
2-s2.0-85064920662,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85053709969,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85067793092,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85067019056,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85066444082,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85059839967,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85065619948,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85065501184,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85067899355,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85065931767,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85064322514,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85064228514,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85063425129,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85066061394,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85065214842,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85056651553,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85062664013,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85060098999,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85058877724,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-85055546766,None,2015,Neural Computation,Wojciech Rejchel,Hong Li,Chuanbao Ren,Luoqing Li,,,,,,,,,
2-s2.0-84937390452,An Empirical Model for Reliable Spiking Activity.,2015,Neural Computation,Wanjie Wang,Shreejoy J. Tripathy,Krishnan Padmanabhan,Nathaniel N. Urban,Robert E. Kass,,,,,,,,
2-s2.0-84937393008,Inheritance of Hippocampal Place Fields Through Hebbian Learning: Effects of Theta Modulation and Phase Precession on Structure Formation.,2015,Neural Computation,Tiziano D'Albis,Jorge Jaramillo,Henning Sprekeler,Richard Kempter,,,,,,,,,
2-s2.0-84937436681,Competitive STDP Learning of Overlapping Spatial Patterns.,2015,Neural Computation,Dalius Krunglevicius,,,,,,,,,,,,
2-s2.0-84937420211,A Reward-Maximizing Spiking Neuron as a Bounded Rational Decision Maker.,2015,Neural Computation,Felix Leibfried,Daniel A. Braun,,,,,,,,,,,
2-s2.0-84937405808,Optimality of Upper-Arm Reaching Trajectories Based on the Expected Value of the Metabolic Energy Cost.,2015,Neural Computation,Yoshiaki Taniai,Jun Nishii,,,,,,,,,,,
2-s2.0-84937398028,Active Learning Using Hint Information.,2015,Neural Computation,Chun-Liang Li,Chun-Sung Ferng,Hsuan-Tien Lin,,,,,,,,,,
2-s2.0-84937398295,Subsampled Hessian Newton Methods for Supervised Learning.,2015,Neural Computation,Chien-Chih Wang,Chun-Heng Huang,Chih-Jen Lin,,,,,,,,,,
2-s2.0-84937501146,Minimal Sign Representation of Boolean Functions: Algorithms and Exact Results for Low Dimensions.,2015,Neural Computation,Can Eren Sezener,Erhan ztop,,,,,,,,,,,
2-s2.0-84939644549,Extracting Low-Dimensional Latent Structure from Time Series in the Presence of Delays.,2015,Neural Computation,Karthik Lakshmanan,Patrick T. Sadtler,Elizabeth C. Tyler-Kabara,Aaron P. Batista,Byron M. Yu,,,,,,,,
2-s2.0-84939600834,A Novel Reconstruction Framework for Time-Encoded Signals with Integrate-and-Fire Neurons.,2015,Neural Computation,Dorian Florescu,Daniel Coca,,,,,,,,,,,
2-s2.0-84939615695,Online Direct Density-Ratio Estimation Applied to Inlier-Based Outlier Detection.,2015,Neural Computation,Marthinus Christoffel du Plessis,Hiroaki Shiino,Masashi Sugiyama,,,,,,,,,,
2-s2.0-84939603487,Relations Among Some Low-Rank Subspace Recovery Models.,2015,Neural Computation,Hongyang Zhang,Zhouchen Lin,Chao Zhang,Junbin Gao,,,,,,,,,
2-s2.0-84939643042,A Fast Algorithm for Learning Overcomplete Dictionary for Sparse Representation Based on Proximal Operators.,2015,Neural Computation,Zhenni Li,Shuxue Ding,Yujie Li,,,,,,,,,,
2-s2.0-84939612396,Fusion of Scores in a Detection Context Based on Alpha Integration.,2015,Neural Computation,Antonio Soriano,Luis Vergara,Ahmed Bouziane,Addisson Salazar,,,,,,,,,
2-s2.0-84941881737,Understanding Emergent Dynamics: Using a Collective Activity Coordinate of a Neural Network to Recognize Time-Varying Patterns.,2015,Neural Computation,John J. Hopfield,,,,,,,,,,,,
2-s2.0-84941882719,Indefinite Proximity Learning: A Review.,2015,Neural Computation,Frank-Michael Schleif,Peter Tio,,,,,,,,,,,
2-s2.0-85016122850,A Note on Entropy Estimation.,2015,Neural Computation,Thomas Sch¨¹rmann,,,,,,,,,,,,
2-s2.0-84941931382,A Note on Entropy Estimation.,2015,Neural Computation,Thomas Sch¨¹rmann,,,,,,,,,,,,
2-s2.0-26844515784,A Note on Entropy Estimation.,2015,Neural Computation,Thomas Sch¨¹rmann,,,,,,,,,,,,
2-s2.0-84941895151,Recurrent Neural Network Approach Based on the Integral Representation of the Drazin Inverse.,2015,Neural Computation,Predrag S. Stanimirovic,Ivan S. Zivkovic,Yimin Wei,,,,,,,,,,
2-s2.0-84941889705,Visual Categorization with Random Projection.,2015,Neural Computation,Rosa I. Arriaga,David Rutter,Maya Cakmak,Santosh Srinivas Vempala,,,,,,,,,
2-s2.0-84941922547,Accuracy and Efficiency in Fixed-Point Neural ODE Solvers.,2015,Neural Computation,Michael Hopkins,Steve B. Furber,,,,,,,,,,,
2-s2.0-84941925451,A Simple Label Switching Algorithm for Semisupervised Structural SVMs.,2015,Neural Computation,Balamurugan P.,Shirish K. Shevade,S. Sundararajan,,,,,,,,,,
2-s2.0-84941894818,Multiview Bayesian Correlated Component Analysis.,2015,Neural Computation,Simon Kamronn,Andreas Trier Poulsen,Lars Kai Hansen,,,,,,,,,,
2-s2.0-84941919007,Linear Methods for Efficient and Fast Separation of Two Sources Recorded with a Single Microphone.,2015,Neural Computation,Saurabh Bhargava,Florian Blttler,Sepp Kollmorgen,Shih-Chii Liu,Richard H. R. Hahnloser,,,,,,,,
2-s2.0-84945281475,"STICK: Spike Time Interval Computational Kernel, a Framework for General Purpose Computation Using Neurons, Precise Timing, Delays, and Synchrony.",2015,Neural Computation,Xavier Lagorce,Ryad Benosman,,,,,,,,,,,
2-s2.0-84945256401,Visual Decisions in the Presence of Measurement and Stimulus Correlations.,2015,Neural Computation,Manisha Bhardwaj,Samuel Carroll,Wei Ji Ma,Kresimir Josic,,,,,,,,,
2-s2.0-84945267996,Hierarchical Error Representation: A Computational Model of Anterior Cingulate and Dorsolateral Prefrontal Cortex.,2015,Neural Computation,William H. Alexander,Joshua W. Brown,,,,,,,,,,,
2-s2.0-84945298458,Bayesian Feature Selection with Strongly Regularizing Priors Maps to the Ising Model.,2015,Neural Computation,Charles K. Fisher,Pankaj Mehta,,,,,,,,,,,
2-s2.0-84945258598,A Novel Parameter Estimation Method for Boltzmann Machines.,2015,Neural Computation,Takashi Takenouchi,,,,,,,,,,,,
2-s2.0-84964282727,Bandit-Based Task Assignment for Heterogeneous Crowdsourcing.,2015,Neural Computation,Hao Zhang,Yao Ma,Masashi Sugiyama,,,,,,,,,,
2-s2.0-84945288915,Bandit-Based Task Assignment for Heterogeneous Crowdsourcing.,2015,Neural Computation,Hao Zhang,Yao Ma,Masashi Sugiyama,,,,,,,,,,
2-s2.0-84948952257,Periodic Forcing of Inhibition-Stabilized Networks: Nonlinear Resonances and Phase-Amplitude Coupling.,2015,Neural Computation,Romain Veltz,Terrence J. Sejnowski,,,,,,,,,,,
2-s2.0-84949034824,Learning Spatiotemporally Encoded Pattern Transformations in Structured Spiking Neural Networks.,2015,Neural Computation,Brian Gardner,Ioana Sporea,Andr¨¦ Gr¨¹ning,,,,,,,,,,
2-s2.0-84948967636,A Sparse Reformulation of the Green's Function Formalism Allows Efficient Simulations of Morphological Neuron Models.,2015,Neural Computation,Willem A. M. Wybo,Daniele Boccalini,Benjamin Torben-Nielsen,Marc-Oliver Gewaltig,,,,,,,,,
2-s2.0-84948969306,Positive Neural Networks in Discrete Time Implement Monotone-Regular Behaviors.,2015,Neural Computation,Tom J. Ameloot,Jan Van den Bussche,,,,,,,,,,,
2-s2.0-84948971804,Symbolic Computation Using Cellular Automata-Based Hyperdimensional Computing.,2015,Neural Computation,zg¨¹r Yilmaz,,,,,,,,,,,,
